51, 3
54, 461
57, 235
60, 2
63, 27
66, 16316
69, 6087
72, 98
75, 792
78, 28
81, 464
84, 269
87, 4
96, 1
99, 1
120, 1
174, 1
183, 3
186, 9
189, 17
192, 25
195, 114
198, 38
201, 25
204, 23
207, 17
210, 16
213, 10
216, 23
219, 260
222, 70
225, 10
228, 7
231, 5
234, 1369
237, 10449
240, 10317
243, 6725
246, 3034
249, 979
252, 390
255, 376
258, 350
261, 367
264, 378
267, 297
270, 222
273, 221
276, 255
279, 3245
282, 8775
285, 7733
288, 9687
291, 2348
294, 380
297, 325
300, 196
303, 99
306, 107
309, 163
312, 146
315, 118
318, 85
321, 90
324, 77
327, 98
330, 100
333, 61
336, 66
339, 74
342, 70
345, 65
348, 76
351, 84
354, 75
357, 94
360, 96
363, 106
366, 106
369, 78
372, 79
375, 97
378, 77
381, 77
384, 70
387, 66
390, 79
393, 103
396, 110
399, 74
402, 48
405, 55
408, 44
411, 38
414, 31
417, 41
420, 27
423, 18
426, 27
429, 31
432, 25
435, 17
438, 19
441, 22
444, 21
447, 19
450, 12
453, 16
456, 15
459, 15
462, 10
465, 10
468, 9
471, 14
474, 14
477, 9
480, 7
483, 12
486, 10
489, 7
492, 9
495, 21
498, 10
501, 12
504, 10
507, 7
510, 9
513, 13
516, 7
519, 7
522, 11
525, 14
528, 12
531, 19
534, 13
537, 8
540, 9
543, 8
546, 7
549, 10
552, 7
555, 13
558, 7
561, 13
564, 10
567, 5
570, 6
573, 13
576, 8
579, 8
582, 10
585, 8
588, 5
591, 4
594, 9
597, 12
600, 6
603, 10
606, 4
609, 7
612, 9
615, 6
618, 9
621, 8
624, 14
627, 15
630, 14
633, 10
636, 8
639, 4
642, 12
645, 9
648, 9
651, 3
654, 8
657, 8
660, 9
663, 12
666, 8
669, 13
672, 2
675, 6
678, 9
681, 12
684, 3
687, 8
690, 9
693, 7
696, 13
699, 10
702, 8
705, 10
708, 7
711, 16
714, 6
717, 4
720, 9
723, 6
726, 8
729, 15
732, 8
735, 8
738, 9
741, 16
744, 16
747, 8
750, 8
753, 7
756, 11
759, 18
762, 10
765, 8
768, 11
771, 7
774, 5
777, 6
780, 10
783, 13
786, 10
789, 13
792, 13
795, 12
798, 4
801, 11
804, 7
807, 14
810, 17
813, 8
816, 18
819, 12
822, 7
825, 15
828, 8
831, 8
834, 7
837, 9
840, 5
843, 9
846, 9
849, 8
852, 4
855, 15
858, 8
861, 7
864, 11
867, 4
870, 7
873, 11
876, 14
879, 9
882, 8
885, 8
888, 8
891, 17
894, 10
897, 9
900, 9
903, 4
906, 10
909, 9
912, 9
915, 7
918, 11
921, 8
924, 15
927, 6
930, 10
933, 15
936, 13
939, 8
942, 14
945, 12
948, 14
951, 6
954, 15
957, 18
960, 13
963, 10
966, 6
969, 11
972, 8
975, 8
978, 10
981, 9
984, 9
987, 7
990, 16
993, 9
996, 11
999, 14
