36, 1
54, 651
57, 6572
60, 474
63, 6
66, 7181
69, 62196
72, 4441
75, 9157
78, 7923
81, 609
84, 10
195, 2
198, 2
201, 3
207, 2
210, 2
213, 1
216, 2
219, 1
222, 6
225, 3
228, 2
237, 4
240, 52
243, 47
246, 29
249, 18
252, 9
255, 6
258, 10
261, 7
264, 5
267, 3
273, 1
276, 6
279, 11
282, 125
285, 78
288, 119
291, 116
294, 12
297, 2
300, 2
303, 8
306, 7
309, 4
312, 3
315, 1
318, 1
321, 1
324, 3
330, 4
333, 1
336, 2
339, 1
342, 1
351, 2
354, 2
357, 3
360, 3
363, 2
366, 2
372, 1
375, 1
381, 3
384, 1
387, 1
390, 1
399, 1
405, 2
411, 1
414, 2
417, 2
420, 1
426, 1
450, 1
459, 2
468, 1
489, 1
498, 1
501, 1
558, 1
570, 1
576, 1
675, 1
690, 1
870, 1
927, 1
993, 1
